name,Tb (K),a_acc,a_don,a_heavy,a_nC,a_nN,a_nO,logP(o/w),TPSA,Weight
2825,359.35001,0,0,7,6,0,0,2.7060001,0,104.168
2826,356.04999,0,0,7,6,0,0,2.878,0,104.168
2827,355.14999,0,0,7,6,0,0,2.602,0,104.168
2828,360.14999,0,0,7,6,0,0,2.602,0,104.168
2829,357.14999,0,0,7,6,0,0,2.602,0,104.168
2830,345.14999,0,0,7,6,0,0,2.7939999,0,104.168
2831,354.14999,0,0,7,6,0,0,2.5179999,0,104.168
2832,348.85001,0,0,7,6,0,0,2.559,0,104.168
2833,343.14999,0,0,7,6,0,0,2.579,0,104.168
2834,454.48001,0,0,7,6,0,0,3.723,0,212.07401
2835,442.14999,0,0,7,6,0,0,3.915,0,212.07401
2836,441.14999,0,0,7,6,0,0,3.915,0,212.07401
2837,441.14999,0,0,7,6,0,0,3.6389999,0,212.07401
2838,447.14999,0,0,7,6,0,0,3.6389999,0,212.07401
2839,446.25,0,0,7,6,0,0,3.6389999,0,212.07401
2840,430.14999,0,0,7,6,0,0,3.8310001,0,212.07401
2841,438.14999,0,0,7,6,0,0,3.5550001,0,212.07401
2842,436.14999,0,0,7,6,0,0,3.596,0,212.07401
2843,431.14999,0,0,7,6,0,0,3.7880001,0,212.07401
2844,407.64999,1,1,7,6,1,0,1.353,26.02,99.177002
2845,408,1,1,7,6,1,0,1.3150001,12.03,99.177002
2846,466.64999,0,0,9,6,1,2,2.4679999,45.82,131.175
2847,449.14999,0,0,9,6,1,2,2.4879999,45.82,131.175
2848,447.14999,0,0,9,6,1,2,2.6600001,45.82,131.175
2849,442.14999,0,0,9,6,1,2,2.3410001,45.82,131.175
2850,449.14999,0,0,9,6,1,2,2.3,45.82,131.175
2851,436.14999,0,0,9,6,1,2,2.3610001,45.82,131.175
2852,519.15002,3,2,9,6,2,1,-1.27,35.5,130.19099
2853,615,4,4,10,6,2,2,-2.98873,89.339996,146.19
2854,424.95001,1,1,7,6,0,1,1.793,20.23,102.17699
2855,404.85001,1,1,7,6,0,1,1.813,20.23,102.17699
2856,407.35999,1,1,7,6,0,1,1.813,20.23,102.17699
2857,419.64999,1,1,7,6,0,1,1.793,20.23,102.17699
2858,409.95001,1,1,7,6,0,1,1.75,20.23,102.17699
2859,416.14999,1,1,7,6,0,1,1.75,20.23,102.17699
2860,364.14999,1,0,7,6,0,1,2.0669999,9.2299995,102.17699
2861,363.14999,1,0,7,6,0,1,1.9630001,9.2299995,102.17699
2862,361.14999,1,0,7,6,0,1,2.2390001,9.2299995,102.17699
2863,356.14999,1,0,7,6,0,1,1.983,9.2299995,102.17699
2864,356.14999,1,0,7,6,0,1,1.92,9.2299995,102.17699
2865,354.35001,1,0,7,6,0,1,1.966,9.2299995,102.17699
2866,411.64999,1,1,7,6,0,1,1.897,20.23,102.17699
2867,497.14999,2,2,8,6,0,2,0.86199999,40.459999,118.17599
2868,510.14999,2,2,8,6,0,2,0.69,40.459999,118.17599
2869,478.14999,2,2,8,6,0,2,0.88200003,40.459999,118.17599
2870,493.45001,2,2,8,6,0,2,0.778,40.459999,118.17599
2871,521.54999,2,2,8,6,0,2,0.58600003,40.459999,118.17599
2872,484.64999,2,2,8,6,0,2,0.62599999,40.459999,118.17599
2873,494.35001,2,2,8,6,0,2,0.65499997,40.459999,118.17599
2874,473.14999,2,2,8,6,0,2,0.99900001,40.459999,118.17599
2875,475.54999,2,2,8,6,0,2,0.56300002,40.459999,118.17599
2876,445.95001,2,2,8,6,0,2,0.63999999,40.459999,118.17599
2877,410.89999,2,1,8,6,0,2,0.77899998,29.459999,118.17599
2878,433.14999,2,1,8,6,0,2,0.82700002,29.459999,118.17599
2879,486.64999,2,2,8,6,0,2,0.70999998,40.459999,118.17599
2880,486.64999,2,2,8,6,0,2,0.70999998,40.459999,118.17599
2881,447.14999,2,1,8,6,0,2,0.82499999,29.459999,118.17599
2882,470.14999,2,2,8,6,0,2,0.67500001,40.459999,118.17599
2883,434.28,3,0,9,6,0,3,-0.45252001,27.690001,134.175
2884,504.95001,3,2,9,6,0,3,-0.25600001,49.689999,134.175
2885,562.03998,3,3,9,6,0,3,-0.66399997,60.689999,134.175
2886,740.5,6,6,12,6,0,6,-3.3900001,121.38,182.172
2887,412.04999,0,0,7,6,0,0,3.214,38.799999,118.244
2888,415.98999,0,0,7,6,0,0,2.7539999,0,118.244
2889,412.14999,0,0,7,6,0,0,2.875,0,118.244
2890,413.14999,0,0,7,6,0,0,2.599,0,118.244
2891,411.14999,0,0,7,6,0,0,2.599,0,118.244
2892,406.79999,0,0,7,6,0,0,2.9460001,0,118.244
2893,407.37,0,0,7,6,0,0,2.6700001,0,118.244
2894,412.07001,0,0,7,6,0,0,3.0120001,0,118.244
2895,401.14999,0,0,7,6,0,0,2.7909999,0,118.244
2896,401.14999,0,0,7,6,0,0,2.556,0,118.244
2897,490.14999,0,0,8,6,0,0,2.424,0,150.31
2898,405.25,1,1,7,6,1,0,1.655,26.02,101.193
2899,395.14999,1,1,7,6,1,0,1.571,26.02,101.193
2900,377.14999,1,1,7,6,1,0,1.64,26.02,101.193
2901,398.45001,1,1,7,6,1,0,1.812,26.02,101.193
2902,386.64999,1,1,7,6,1,0,1.528,26.02,101.193
2903,378.14999,1,1,7,6,1,0,1.487,26.02,101.193
2904,377.64999,1,1,7,6,1,0,1.556,26.02,101.193
2905,375.14999,1,1,7,6,1,0,1.548,26.02,101.193
2906,381.14999,1,1,7,6,1,0,1.9299999,12.03,101.193
2907,371.14999,1,1,7,6,1,0,1.553,12.03,101.193
2908,351.14999,1,1,7,6,1,0,1.45,12.03,101.193
2909,364.64999,1,0,7,6,1,0,1.4630001,3.24,101.193
2910,364.64999,1,0,7,6,1,0,1.311,3.24,101.193
2911,472.14999,2,2,8,6,1,1,0.55599999,46.25,117.192
2912,472.14999,2,2,8,6,1,1,0.51800001,32.259998,117.192
2913,464.14999,2,2,8,6,1,1,0.63999999,46.25,117.192
2914,433.14999,2,1,8,6,1,1,0.34200001,23.469999,117.192
2915,521.90002,3,3,9,6,1,2,-0.565,52.490002,133.19099
2916,610.77002,4,3,10,6,1,3,-1.915,63.93,149.19
2917,474.01999,2,2,8,6,2,0,0.226,52.040001,116.208
2918,431.14999,2,2,8,6,2,0,0.38,38.049999,116.208
2919,466.14999,2,2,8,6,2,0,0.142,52.040001,116.208
2920,414.14999,2,1,8,6,2,0,0.21799999,15.27,116.208
2921,501,2,0,11,7,1,1,3.7520001,29.43,188.013
2922,517.15002,0,0,10,7,0,0,3.974,0,195.476
2923,519.15002,0,0,10,7,0,0,4.0500002,0,195.476
2924,504.14999,0,0,10,7,0,0,4.0500002,0,195.476
2925,503.14999,0,0,10,7,0,0,4.0500002,0,195.476
2926,396.14999,0,0,10,7,0,0,3.812,0,195.476
2927,496.14999,1,1,10,7,1,0,2.073,44.119999,167.256
2928,490.14999,0,0,9,7,0,0,3.2219999,0,161.03099
2929,496.14999,0,0,9,7,0,0,3.224,0,161.03099
2930,590,0,0,13,7,2,4,2.109,91.639999,182.13499
2931,588,0,0,13,7,2,4,2.1849999,91.639999,182.13499
2932,583.15002,2,1,9,7,0,2,1.525,37.299999,122.12299
2933,529,3,3,10,7,0,3,1.273,57.529999,138.12199
2934,432.29999,0,0,8,7,0,0,2.7939999,0,126.586
2935,544.15002,1,1,9,7,1,1,1.174,29.1,121.139
2936,546.15002,0,0,11,7,1,3,1.795,55.049999,153.13699
2937,478.14999,2,1,9,7,0,2,1.552,29.459999,124.139
2938,543.15002,2,2,9,7,0,2,1.623,40.459999,124.139
2939,556.15002,2,2,9,7,0,2,1.623,40.459999,124.139
2940,467.89999,0,0,8,7,0,0,2.529,38.799999,124.207
2941,457.64999,1,1,8,7,1,0,1.1619999,26.02,107.156
2942,422.54999,1,0,8,7,1,0,1.7498,12.89,107.156
2943,442.35001,1,0,8,7,1,0,1.7888,12.89,107.156
2944,383.14999,0,0,7,7,0,0,3.5955,0,94.156998
2945,369.64999,0,0,7,7,0,0,2.7395,0,94.156998
2946,371.20001,0,0,7,7,0,0,2.6422999,0,94.156998
2947,557.15002,0,2,9,7,2,0,0.89499998,52.040001,122.171
2948,391.64999,0,0,8,7,0,1,1.571,13.14,110.156
2949,387.14999,0,0,8,7,0,1,1.836,13.14,110.156
2950,412.64999,1,0,9,7,0,2,1.427,26.299999,126.155
2951,434.14999,0,0,8,7,0,0,2.7709999,0,126.223
2952,430.14999,0,0,8,7,0,0,2.6989999,0,126.223
2953,430.14999,0,0,8,7,0,0,2.5050001,0,126.223
2954,436.14999,0,0,8,7,0,0,2.543,0,126.223
2955,434.14999,0,0,8,7,0,0,2.5050001,0,126.223
2956,445.85001,0,0,8,7,0,0,2.325,0,126.223
2957,437.64999,0,0,8,7,0,0,2.244,0,126.223
2958,445.14999,0,1,8,7,1,0,1.78,15.79,109.172
2959,418.64999,0,0,8,7,1,0,2.1860001,4.9299998,109.172
2960,442.14999,2,0,9,7,1,1,2.858,29.43,125.171
2961,370.92001,0,0,7,7,0,0,3.2083001,0,96.172997
2962,365.14999,0,0,7,7,0,0,2.8103001,0,96.172997
2963,361.14999,0,0,7,7,0,0,3.1533,0,96.172997
2964,376.13,0,0,7,7,0,0,3.2083001,0,96.172997
2965,385.14999,0,0,7,7,0,0,3.5014999,0,96.172997
2966,358.14999,0,0,7,7,0,0,3.3055,0,96.172997
2967,364.14999,0,0,7,7,0,0,3.2934999,0,96.172997
2968,368.35001,0,0,7,7,0,0,3.4625001,0,96.172997
2969,357.14999,0,0,7,7,0,0,3.3055,0,96.172997
2970,343.14999,0,0,7,7,0,0,3.2195001,0,96.172997
2971,353.14999,0,0,7,7,0,0,3.2214999,0,96.172997
2972,349.23001,0,0,7,7,0,0,3.2505,0,96.172997
2973,387.82001,0,0,7,7,0,0,3.2802999,0,96.172997
2974,366.14999,0,0,7,7,0,0,3.4813001,0,96.172997
2975,384.64999,0,0,7,7,0,0,3.0703001,0,96.172997
2976,439.14999,1,0,8,7,0,1,2.174,17.07,112.172
2977,424.14999,1,0,8,7,0,1,1.8200001,17.07,112.172
2978,418.14999,1,0,8,7,0,1,1.251,17.07,112.172
2979,427.14999,1,0,8,7,0,1,1.658,17.07,112.172
2980,426.14999,1,0,8,7,0,1,0.917,17.07,112.172
2981,421.14999,1,0,8,7,0,1,1.586,17.07,112.172
2982,410.14999,1,0,8,7,0,1,1.179,17.07,112.172
2983,410.64999,1,0,8,7,0,1,1.179,17.07,112.172
2984,425.14999,1,0,8,7,0,1,0.87300003,17.07,112.172
2985,439.20001,1,0,8,7,0,1,1.353,17.07,112.172
2986,404.14999,1,0,9,7,0,2,2.138,26.299999,128.17099
2987,414,1,0,9,7,0,2,1.72,26.299999,128.17099
2988,398.14999,1,0,9,7,0,2,1.568,26.299999,128.17099
2989,415.14999,1,0,9,7,0,2,1.7640001,26.299999,128.17099
2990,435.39999,1,0,9,7,0,2,2.141,26.299999,128.17099
2991,499.64999,2,2,9,7,0,2,1.924,37.299999,128.17099
2992,496.14999,2,2,9,7,0,2,1.183,37.299999,128.17099
2993,499.64999,2,2,9,7,0,2,1.84,37.299999,128.17099
2994,490.14999,2,2,9,7,0,2,0.78500003,37.299999,128.17099
2995,478.14999,2,2,9,7,0,2,1.526,37.299999,128.17099
2996,429.14999,1,0,9,7,0,2,1.214,26.299999,128.17099
2997,424.14999,1,0,9,7,0,2,1.348,26.299999,128.17099
2998,383.25,1,0,9,7,0,2,1.628,26.299999,128.17099
2999,472.04999,2,0,11,7,0,4,0.59799999,52.599998,160.16899
3000,436.14999,0,0,8,7,0,0,3.201,0,177.08499
3001,436.14999,0,0,8,7,0,0,3.201,0,177.08499
3002,537.15002,0,0,10,7,0,0,5.13908,0,336.89301
3003,412.14999,0,0,8,7,0,0,3.55,0,132.634
3004,412.14999,0,0,8,7,0,0,3.2490001,0,132.634
3005,476.14999,0,0,10,7,0,0,4.52108,0,203.53999
3006,374.14999,0,0,10,7,0,0,3.7757599,0,154.175
3007,465.14999,0,0,8,7,0,0,3.5929999,0,224.08499
3008,465.14999,0,0,8,7,0,0,3.5929999,0,224.08499
3009,361,0,0,7,7,0,0,4.1012998,0,98.188995
3010,370,0,0,7,7,0,0,4.0602999,0,98.188995
3011,372.67999,0,0,7,7,0,0,4.0602999,0,98.188995
3012,365.01999,0,0,7,7,0,0,4.0602999,0,98.188995
3013,364.88,0,0,7,7,0,0,4.0602999,0,98.188995
3014,357.04999,0,0,7,7,0,0,4.0033002,0,98.188995
3015,360.70999,0,0,7,7,0,0,3.6693001,0,98.188995
3016,361.26001,0,0,7,7,0,0,3.6573,0,98.188995
3017,359.04999,0,0,7,7,0,0,3.7023001,0,98.188995
3018,368.54999,0,0,7,7,0,0,3.3763001,0,98.188995
3019,367.14999,0,0,7,7,0,0,3.7103,0,98.188995
3020,369.16,0,0,7,7,0,0,3.3763001,0,98.188995
3021,370.54999,0,0,7,7,0,0,3.0753,0,98.188995
3022,353.57999,0,0,7,7,0,0,3.5833001,0,98.188995
3023,359.51999,0,0,7,7,0,0,3.6382999,0,98.188995
3024,360.79999,0,0,7,7,0,0,3.2713001,0,98.188995
3025,495.14999,0,0,9,7,0,0,4.52736,0,257.99701
3026,501.14999,0,0,9,7,0,0,4.2119999,0,257.99701
3027,448.14999,0,0,9,7,0,0,3.6730001,0,169.095
3028,454.14999,0,0,9,7,0,0,4.78936,0,169.095
3029,392.85001,0,0,9,7,0,0,3.4279201,0,136.185
3030,416.07001,1,0,8,7,0,1,2.3299999,17.07,114.188
3031,416,1,0,8,7,0,1,2.342,17.07,114.188
3032,413.14999,1,0,8,7,0,1,1.826,17.07,114.188
3033,412.14999,1,0,8,7,0,1,1.814,17.07,114.188
3034,409.14999,1,0,8,7,0,1,1.859,17.07,114.188
3035,409.14999,1,0,8,7,0,1,1.847,17.07,114.188
3036,411.14999,1,0,8,7,0,1,1.826,17.07,114.188
3037,403.75,1,0,8,7,0,1,1.74,17.07,114.188
3038,405.14999,1,0,8,7,0,1,1.742,17.07,114.188
3039,398.14999,1,0,8,7,0,1,1.771,17.07,114.188
3040,398.14999,1,0,8,7,0,1,1.773,17.07,114.188
3041,439.89999,1,1,8,7,0,1,1.933,20.23,114.188
3042,443.64999,1,1,8,7,0,1,1.933,20.23,114.188
3043,444.14999,1,1,8,7,0,1,1.933,20.23,114.188
3044,425.25,1,1,8,7,0,1,1.864,20.23,114.188
3045,426.14999,1,1,8,7,0,1,1.8839999,20.23,114.188
3046,451.14999,1,1,8,7,0,1,1.725,20.23,114.188
3047,451.14999,1,1,8,7,0,1,1.725,20.23,114.188
3048,412.14999,1,1,8,7,0,1,1.829,20.23,114.188
3049,413.64999,1,1,8,7,0,1,1.7920001,20.23,114.188
3050,398.14999,1,1,8,7,0,1,2.1340001,20.23,114.188
3051,385.64999,1,0,8,7,0,1,2.2049999,9.2299995,114.188
3052,427.64999,1,1,8,7,0,1,2.2179999,20.23,114.188
3053,379.14999,1,0,8,7,0,1,2.2739999,9.2299995,114.188
3054,480.14999,2,2,9,7,0,2,2.006,37.299999,130.187
3055,482.35001,2,2,9,7,0,2,2.092,37.299999,130.187
3056,486.76999,2,2,9,7,0,2,2.092,37.299999,130.187
3057,486.14999,2,2,9,7,0,2,2.0799999,37.299999,130.187
3058,409.14999,1,0,9,7,0,2,2.0439999,26.299999,130.187
3059,413.14999,1,0,9,7,0,2,1.9400001,26.299999,130.187
3060,401.64999,1,0,9,7,0,2,1.96,26.299999,130.187
3061,401.14999,1,0,9,7,0,2,1.897,26.299999,130.187
3062,405.14999,1,0,9,7,0,2,1.813,26.299999,130.187
3063,409.14999,1,0,9,7,0,2,1.914,26.299999,130.187
3064,475.64999,2,2,9,7,0,2,2.0369999,37.299999,130.187
3065,389.94,2,0,9,7,0,2,2.0480001,18.459999,130.187
3066,438,2,0,10,7,0,3,0.65774,35.529999,146.18599
3067,439.14999,0,0,8,7,0,0,3.793,0,179.101
3068,434.14999,0,0,8,7,0,0,3.9649999,0,179.101
3069,401.14999,0,0,8,7,0,0,3.4679999,0,134.64999
3070,401.14999,0,0,8,7,0,0,3.46,0,134.64999
3071,416.64999,0,0,8,7,0,0,3.8959999,0,134.64999
3072,417.14999,0,0,8,7,0,0,3.7590001,0,134.64999
3073,417.14999,0,0,8,7,0,0,3.7590001,0,134.64999
3074,424.14999,0,0,8,7,0,0,3.483,0,134.64999
3075,408.14999,0,0,8,7,0,0,3.724,0,134.64999
3076,426.64999,1,1,8,7,1,0,1.711,26.02,113.20399
3077,423.14999,1,1,8,7,1,0,1.711,26.02,113.20399
3078,426.14999,1,1,8,7,1,0,1.711,26.02,113.20399
3079,426.32001,1,1,8,7,1,0,1.711,26.02,113.20399
3080,486.14999,0,0,10,7,1,2,2.9100001,45.82,145.202
3081,365.14999,0,0,7,7,0,0,4.6382999,0,100.205
3082,445.14999,1,1,8,7,0,1,2.2349999,20.23,116.20399
3083,415.95001,1,1,8,7,0,1,2.3039999,20.23,116.20399
3084,415.95001,1,1,8,7,0,1,2.4760001,20.23,116.20399
3085,439.14999,1,1,8,7,0,1,2.2349999,20.23,116.20399
3086,437.14999,1,1,8,7,0,1,2.151,20.23,116.20399
3087,438.14999,1,1,8,7,0,1,2.1919999,20.23,116.20399
3088,438.14999,1,1,8,7,0,1,2.151,20.23,116.20399
3089,406.14999,1,1,8,7,0,1,2.22,20.23,116.20399
3090,426.14999,1,1,8,7,0,1,2.171,20.23,116.20399
3091,411.95001,1,1,8,7,0,1,2.3429999,20.23,116.20399
3092,435.14999,1,1,8,7,0,1,2.151,20.23,116.20399
3093,430.14999,1,1,8,7,0,1,2.108,20.23,116.20399
3094,433.14999,1,1,8,7,0,1,2.108,20.23,116.20399
3095,430.14999,1,1,8,7,0,1,2.5109999,20.23,116.20399
3096,371.20001,1,0,8,7,0,1,2.3239999,9.2299995,116.20399
3097,385.64999,1,0,8,7,0,1,2.3039999,9.2299995,116.20399
3098,373.14999,1,0,8,7,0,1,2.3729999,9.2299995,116.20399
3099,426.79999,1,1,8,7,0,1,2.339,20.23,116.20399
3100,515.15002,2,2,9,7,0,2,1.304,40.459999,132.203
3101,480.64999,2,2,9,7,0,2,1.068,40.459999,132.203
3102,485.64999,2,2,9,7,0,2,1.177,40.459999,132.203
3103,459.14999,2,2,9,7,0,2,1.205,40.459999,132.203
3104,458.14999,2,1,9,7,0,2,1.353,29.459999,132.203
3105,418.67001,2,1,9,7,0,2,1.186,29.459999,132.203
3106,438.14999,2,1,9,7,0,2,1.289,29.459999,132.203
3107,425.14999,2,1,9,7,0,2,1.186,29.459999,132.203
3108,436.75,0,0,8,7,0,0,3.6559999,38.799999,132.271
3109,395.14999,1,1,8,7,1,0,1.998,26.02,115.22
3110,412.64999,1,1,8,7,1,0,2.289,26.02,115.22
3111,422.14999,1,1,8,7,1,0,2.013,26.02,115.22
3112,405.64999,1,1,8,7,1,0,2.033,26.02,115.22
3113,426.14999,1,1,8,7,1,0,2.013,26.02,115.22
3114,407.14999,1,1,8,7,1,0,2.079,12.03,115.22
3115,395.14999,1,0,8,7,1,0,2.006,3.24,115.22
3116,382.14999,1,0,8,7,1,0,2.026,3.24,115.22
3117,389.14999,1,0,8,7,1,0,2.198,3.24,115.22
3118,391.14999,1,0,8,7,1,0,1.9910001,3.24,115.22
3119,390.14999,1,0,8,7,1,0,1.905,3.24,115.22
3120,376.14999,1,0,8,7,1,0,1.925,3.24,115.22
3121,380.14999,1,0,8,7,1,0,1.821,3.24,115.22
3122,383.14999,1,0,8,7,1,0,1.7180001,3.24,115.22
3123,387.25,1,0,8,7,1,0,2.0769999,3.24,115.22
3124,385.14999,1,0,8,7,1,0,1.773,3.24,115.22
3125,371.14999,1,1,8,7,1,0,1.9119999,12.03,115.22
3126,416.14999,1,1,8,7,1,0,2.1170001,26.02,115.22
3127,416.14999,1,1,8,7,1,0,2.1170001,26.02,115.22
3128,406.64999,1,1,8,7,1,0,2.2509999,12.03,115.22
3129,432.14999,2,1,9,7,1,1,0.61699998,23.469999,131.21899
3130,439.14999,2,1,9,7,1,1,0.61699998,23.469999,131.21899
3131,478.14999,2,2,9,7,1,1,0.95999998,32.259998,131.21899
3132,446.14999,2,1,9,7,1,1,1.131,35.25,131.21899
3133,417.14999,2,0,9,7,2,0,0.486,6.48,130.235
3134,753,4,4,12,8,0,4,1.2970001,74.599998,166.13199
3135,832,4,4,12,8,0,4,1.26,74.599998,166.13199
3136,493.04999,0,0,9,8,0,0,2.9909999,0,134.202
3137,504.14999,0,0,10,8,0,0,3.6800001,0,175.058
3138,495.14999,0,0,10,8,0,0,3.756,0,175.058
3139,496.14999,0,0,10,8,0,0,3.756,0,175.058
3140,503.14999,0,0,10,8,0,0,3.6800001,0,175.058
3141,506.64999,0,0,10,8,0,0,3.3069999,0,175.058
3142,486.64999,0,0,10,8,0,0,3.898,0,175.058
3143,472.57001,1,1,9,8,0,1,2.4319999,20.23,120.151
3144,548.15002,2,2,10,8,0,2,1.881,37.299999,136.14999
3145,558,3,1,11,8,0,3,1.516,46.529999,152.149
3146,497.14999,1,1,9,8,0,1,1.6799999,20.23,122.167
3147,489.39999,1,1,9,8,0,1,1.719,20.23,122.167
3148,490.14999,1,1,9,8,0,1,1.682,20.23,122.167
3149,536,2,1,10,8,0,2,1.983,29.459999,138.166
3150,483.14999,0,0,9,8,0,0,3.1659999,38.799999,138.23399
3151,484.14999,0,0,9,8,0,0,3.2049999,38.799999,138.23399
3152,484.14999,0,0,9,8,0,0,3.168,38.799999,138.23399
3153,481.14999,0,0,9,8,0,0,3.026,38.799999,138.23399
3154,478.14999,0,0,9,8,0,0,3.026,38.799999,138.23399
3155,490.14999,0,0,9,8,0,0,2.796,0,138.23399
3156,472.14999,0,0,9,8,0,0,3.1630001,38.799999,138.23399
3157,490.64999,0,0,9,8,0,0,2.6170001,38.799999,138.23399
3158,490.64999,0,1,9,8,1,0,2.007,26.02,121.183
3159,447.14999,1,0,9,8,1,0,2.2557001,12.89,121.183
3160,471.14999,1,0,9,8,1,0,2.2546999,12.89,121.183
3161,465.64999,1,0,9,8,1,0,2.0376999,12.89,121.183
3162,457.14999,1,0,9,8,1,0,2.0757,12.89,121.183
3163,418.14999,0,0,8,8,0,0,3.2992001,0,108.184
3164,401,0,0,8,8,0,0,3.1742001,0,108.184
3165,498.14999,2,0,12,8,0,4,1.154,52.599998,172.17999
3166,454.64999,0,0,9,8,0,0,3.0929999,0,140.25
3167,455.14999,0,0,9,8,0,0,3.2130001,0,140.25
3168,456.14999,0,0,9,8,0,0,2.7190001,0,140.25
3169,473.14999,0,1,9,8,1,0,2.0009999,15.79,123.199
3170,406.14999,0,0,8,8,0,0,3.8092,0,110.2
3171,401.64999,0,0,8,8,0,0,3.4112,0,110.2
3172,401.14999,0,0,8,8,0,0,3.4112,0,110.2
3173,404.25,0,0,8,8,0,0,3.4231999,0,110.2
3174,392.14999,0,0,8,8,0,0,3.7351999,0,110.2
3175,404.75,0,0,8,8,0,0,4.1473999,0,110.2
3176,374.64999,0,0,8,8,0,0,3.8324001,0,110.2
3177,388.64999,0,0,8,8,0,0,4.0412002,0,110.2
3178,397.64999,0,0,8,8,0,0,3.3731999,0,110.2
3179,384.14999,0,0,8,8,0,0,3.6352,0,110.2
3180,408.03,0,0,8,8,0,0,3.2852001,0,110.2
3181,445.14999,1,0,9,8,0,1,1.721,17.07,126.199
3182,451.64999,1,0,9,8,0,1,1.723,17.07,126.199
3183,452.14999,1,0,9,8,0,1,1.711,17.07,126.199
3184,445.14999,1,0,9,8,0,1,1.723,17.07,126.199
3185,453.14999,1,0,9,8,0,1,1.752,17.07,126.199
3186,455.64999,1,0,9,8,0,1,1.711,17.07,126.199
3187,432.14999,1,0,9,8,0,1,1.434,17.07,126.199
3188,427.14999,1,0,9,8,0,1,1.243,17.07,126.199
3189,439.64999,1,0,9,8,0,1,1.735,17.07,126.199
3190,444.14999,1,0,9,8,0,1,2.0280001,17.07,126.199
3191,435.07001,1,0,10,8,0,2,2.1619999,26.299999,142.198
3192,428.14999,1,0,10,8,0,2,2.0780001,26.299999,142.198
3193,428.14999,1,0,10,8,0,2,1.388,26.299999,142.198
3194,447.64999,1,0,10,8,0,2,2.0869999,26.299999,142.198
3195,439.64999,1,0,10,8,0,2,1.733,26.299999,142.198
3196,447.14999,1,0,10,8,0,2,2.0150001,26.299999,142.198
3197,433.14999,1,0,10,8,0,2,2.4760001,26.299999,142.198
3198,512.65002,2,2,10,8,0,2,2.2820001,37.299999,142.198
3199,405.14999,1,0,10,8,0,2,1.975,26.299999,142.198
3200,427.14999,1,0,10,8,0,2,1.608,26.299999,142.198
3201,438.60001,1,0,10,8,0,2,1.872,26.299999,142.198
3202,431.14999,1,0,10,8,0,2,2.4760001,26.299999,142.198
3203,453.14999,0,0,9,8,0,0,3.6429999,0,191.112
3204,453.14999,0,0,9,8,0,0,3.6429999,0,191.112
3205,554.15002,0,0,11,8,0,0,5.58108,0,350.91998
3206,450.14999,0,0,9,8,0,0,3.437,0,146.661
3207,448.82001,0,0,9,8,0,0,3.437,0,146.661
3208,442.14999,0,0,9,8,0,0,3.9920001,0,146.661
3209,438.45001,0,0,9,8,0,0,3.691,0,146.661
3210,497.14999,0,0,11,8,0,0,4.9630799,0,217.567
3211,398.14999,0,0,11,8,0,0,4.2177601,0,168.202
3212,485.14999,0,0,9,8,0,0,4.0349998,0,238.112
3213,401.20001,0,0,8,8,0,0,4.6732001,0,112.216
3214,394.25,0,0,8,8,0,0,4.6732001,0,112.216
3215,383.35001,0,0,8,8,0,0,4.5892,0,112.216
3216,387.57999,0,0,8,8,0,0,4.5892,0,112.216
3217,389.88,0,0,8,8,0,0,4.5892,0,112.216
3218,396.57999,0,0,8,8,0,0,4.6732001,0,112.216
3219,393.10001,0,0,8,8,0,0,4.6732001,0,112.216
3220,398.04999,0,0,8,8,0,0,4.3541999,0,112.216
3221,385.95001,0,0,8,8,0,0,4.6041999,0,112.216
3222,386.35001,0,0,8,8,0,0,4.6041999,0,112.216
3223,390.14999,0,0,8,8,0,0,4.2701998,0,112.216
3224,388.14999,0,0,8,8,0,0,4.3031998,0,112.216
3225,394.48001,0,0,8,8,0,0,3.9892001,0,112.216
3226,394.14999,0,0,8,8,0,0,3.9892001,0,112.216
3227,385.14999,0,0,8,8,0,0,4.3151999,0,112.216
3228,385.14999,0,0,8,8,0,0,4.3151999,0,112.216
3229,388.14999,0,0,8,8,0,0,4.3031998,0,112.216
3230,388.14999,0,0,8,8,0,0,4.3031998,0,112.216
3231,383.45001,0,0,8,8,0,0,4.6162,0,112.216
3232,383.14999,0,0,8,8,0,0,4.6041999,0,112.216
3233,384.35001,0,0,8,8,0,0,4.2062001,0,112.216
3234,377.14999,0,0,8,8,0,0,4.5302,0,112.216
3235,385.14999,0,0,8,8,0,0,4.5321999,0,112.216
3236,377.14999,0,0,8,8,0,0,4.5321999,0,112.216
3237,380.35001,0,0,8,8,0,0,4.5612001,0,112.216
3238,382.14999,0,0,8,8,0,0,4.5201998,0,112.216
3239,394.14999,0,0,8,8,0,0,3.9892001,0,112.216
3240,394.14999,0,0,8,8,0,0,3.9892001,0,112.216
3241,386.14999,0,0,8,8,0,0,4.2821999,0,112.216
3242,386.14999,0,0,8,8,0,0,4.2821999,0,112.216
3243,383.75,0,0,8,8,0,0,3.8842001,0,112.216
3244,385.35001,0,0,8,8,0,0,3.8722,0,112.216
3245,389.14999,0,0,8,8,0,0,3.8842001,0,112.216
3246,385.14999,0,0,8,8,0,0,3.8722,0,112.216
3247,385.14999,0,0,8,8,0,0,3.8722,0,112.216
3248,379.14999,0,0,8,8,0,0,4.1961999,0,112.216
3249,383.14999,0,0,8,8,0,0,4.1982002,0,112.216
