name,Tb (K),a_acc,a_don,a_heavy,a_nC,a_nN,a_nO,logP(o/w),TPSA,Weight
1355,413.47,0,0,9,9,0,0,5.7371001,0,128.259
1356,406.94,0,0,9,9,0,0,5.7371001,0,128.259
1357,416.31,0,0,9,9,0,0,5.7371001,0,128.259
1358,409.76001,0,0,9,9,0,0,5.6961002,0,128.259
1359,413.42001,0,0,9,9,0,0,5.6940999,0,128.259
1360,406.19,0,0,9,9,0,0,5.6531,0,128.259
1361,395.42001,0,0,9,9,0,0,5.6940999,0,128.259
1362,414.70001,0,0,9,9,0,0,5.6531,0,128.259
1363,486.57001,1,1,10,9,0,1,3.2030001,20.23,144.258
1364,465.92001,1,1,10,9,0,1,3.395,20.23,144.258
1365,467.94,1,1,10,9,0,1,3.395,20.23,144.258
1366,479.14999,1,1,10,9,0,1,3.119,20.23,144.258
1367,451.14999,1,1,10,9,0,1,3.188,20.23,144.258
1368,457.14999,1,1,10,9,0,1,3.3110001,20.23,144.258
1369,453.76999,1,1,10,9,0,1,3.3599999,20.23,144.258
1370,479.98001,1,1,10,9,0,1,3.119,20.23,144.258
1371,446.82001,1,1,10,9,0,1,3.276,20.23,144.258
1372,447.76001,1,1,10,9,0,1,3.227,20.23,144.258
1373,446.14999,1,1,10,9,0,1,3.276,20.23,144.258
1374,452.32001,1,1,10,9,0,1,3.5320001,20.23,144.258
1375,444.25,1,1,10,9,0,1,3.276,20.23,144.258
1376,456.57001,1,1,10,9,0,1,3.227,20.23,144.258
1377,464.14999,1,1,10,9,0,1,2.9920001,20.23,144.258
1378,445.07001,1,1,10,9,0,1,3.448,20.23,144.258
1379,445.22,1,1,10,9,0,1,3.233,20.23,144.258
1380,465.23001,1,1,10,9,0,1,3.0350001,20.23,144.258
1381,451.04999,1,1,10,9,0,1,3.3640001,20.23,144.258
1382,440.14999,1,1,10,9,0,1,3.141,20.23,144.258
1383,535.15002,2,2,11,9,0,2,1.869,40.459999,160.257
1384,493.07001,0,0,10,9,0,0,4.348,38.799999,160.325
1385,444.64999,1,0,10,9,1,0,2.8900001,3.24,143.274
1386,429.64999,1,0,10,9,1,0,3.0320001,3.24,143.274
1387,722,8,8,18,10,0,8,0.68400002,149.2,254.14999
1388,554.23999,0,0,11,10,0,0,3.924,0,207.06999
1389,529.15002,0,0,11,10,0,0,3.757,0,162.619
1390,515.16998,0,0,10,10,0,0,3.21,0,128.174
1391,523.54999,1,0,11,10,1,0,2.6129,12.89,143.189
1392,538.81,1,0,11,10,1,0,2.5748999,12.89,143.189
1393,532.08002,1,0,11,10,1,0,2.5748999,12.89,143.189
1394,538.23999,1,0,11,10,1,0,2.6138999,12.89,143.189
1395,529.53998,1,0,11,10,1,0,2.6138999,12.89,143.189
1396,520.76001,1,0,11,10,1,0,2.5748999,12.89,143.189
1397,522.44,1,0,11,10,1,0,2.3619001,12.89,143.189
1398,472.64999,0,0,10,10,0,0,4.2946,0,130.19
1399,556.23999,2,0,14,10,0,4,1.786,52.599998,194.18599
1400,561.15002,2,0,14,10,0,4,1.788,52.599998,194.18599
1401,544.41998,2,0,14,10,0,4,1.825,52.599998,194.18599
1402,480.64999,0,0,10,10,0,0,3.6396,0,132.20599
1403,461.70999,0,0,10,10,0,0,4.0065999,0,132.20599
1404,469.62,0,0,10,10,0,0,4.0065999,0,132.20599
1405,446.95999,0,0,10,10,0,0,3.5755999,0,132.20599
1406,467.85001,0,0,10,10,0,0,3.5755999,0,132.20599
1407,459.14999,0,0,10,10,0,0,3.7656,0,132.20599
1408,463.20001,0,0,10,10,0,0,4.2336001,0,132.20599
1409,465.45001,0,0,10,10,0,0,4.1966,0,132.20599
1410,475.26001,0,0,10,10,0,0,4.0545998,0,132.20599
1411,466.17999,0,0,10,10,0,0,4.0545998,0,132.20599
1412,449.16,0,0,10,10,0,0,3.6196001,0,132.20599
1413,453.10001,0,0,10,10,0,0,3.8076,0,132.20599
1414,454.78,0,0,10,10,0,0,3.9426,0,132.20599
1415,504.07001,1,0,12,10,0,2,2.802,26.299999,164.20399
1416,445.92001,0,0,10,10,0,0,4.1626,0,134.222
1417,442.29999,0,0,10,10,0,0,4.0886002,0,134.222
1418,448.23001,0,0,10,10,0,0,4.0675998,0,134.222
1419,457.95001,0,0,10,10,0,0,4.1005998,0,134.222
1420,454.95001,0,0,10,10,0,0,4.1395998,0,134.222
1421,456.45001,0,0,10,10,0,0,4.1026001,0,134.222
1422,456.60999,0,0,10,10,0,0,4.1336002,0,134.222
1423,454.29001,0,0,10,10,0,0,4.1725998,0,134.222
1424,456.97,0,0,10,10,0,0,4.1356001,0,134.222
1425,467.10999,0,0,10,10,0,0,3.9546001,0,134.222
1426,462.92999,0,0,10,10,0,0,3.9935999,0,134.222
1427,463.19,0,0,10,10,0,0,3.9546001,0,134.222
1428,461.59,0,0,10,10,0,0,3.9935999,0,134.222
1429,456.92999,0,0,10,10,0,0,4.0696001,0,134.222
1430,459.98001,0,0,10,10,0,0,3.9935999,0,134.222
1431,520.65997,1,1,11,10,0,1,3.2920001,20.23,150.22099
1432,521.15002,1,1,11,10,0,1,3.2550001,20.23,150.22099
1433,491.64999,1,1,11,10,0,1,3.1689999,20.23,150.22099
1434,511.64999,1,1,11,10,0,1,3.171,20.23,150.22099
1435,501.14999,1,1,11,10,0,1,3.181,20.23,150.22099
1436,497.20001,1,1,11,10,0,1,3.095,20.23,150.22099
1437,514.77002,1,1,11,10,0,1,3.1459999,20.23,150.22099
1438,506.14999,1,1,11,10,0,1,3.0739999,20.23,150.22099
1439,501.32001,1,1,11,10,0,1,3.0350001,20.23,150.22099
1440,513.15002,1,1,11,10,0,1,3.0739999,20.23,150.22099
1441,503.32001,1,1,11,10,0,1,3.0739999,20.23,150.22099
1442,501.04001,1,1,11,10,0,1,3.1789999,20.23,150.22099
1443,491.37,1,1,11,10,0,1,3.1400001,20.23,150.22099
1444,514.47998,1,1,11,10,0,1,2.961,20.23,150.22099
1445,523.15002,1,1,11,10,0,1,3.0369999,20.23,150.22099
1446,533.82001,1,1,11,10,0,1,2.819,20.23,150.22099
1447,521.14001,1,1,11,10,0,1,2.819,20.23,150.22099
1448,558.09998,2,2,12,10,0,2,2.8239999,40.459999,166.22
1449,507.17001,0,1,11,10,1,0,2.7309999,26.02,149.237
1450,510.42999,0,1,11,10,1,0,2.733,26.02,149.237
1451,514.65997,0,1,11,10,1,0,2.95,12.03,149.237
1452,500.17001,0,0,11,10,1,0,2.5280001,3.24,149.237
1453,450.23001,0,0,10,10,0,0,3.6040001,0,136.23799
1454,450.26999,0,0,10,10,0,0,3.6040001,0,136.23799
1455,439.19,0,0,10,10,0,0,4.2779999,0,136.23799
1456,447.54001,0,0,10,10,0,0,4.0440001,0,136.23799
1457,456.16,0,0,10,10,0,0,4.0440001,0,136.23799
1458,432.67001,0,0,10,10,0,0,4.2470002,0,136.23799
1459,439.17001,0,0,10,10,0,0,4.2779999,0,136.23799
1460,428.5,0,0,10,10,0,0,3.944,0,136.23799
1461,447.28,0,0,10,10,0,0,5.2161999,0,138.254
1462,451.23999,0,0,10,10,0,0,5.3731999,0,138.254
1463,451.10001,0,0,10,10,0,0,5.3731999,0,138.254
1464,439.89999,0,0,10,10,0,0,5.2670002,0,138.254
1465,446.88,0,0,10,10,0,0,4.553,0,138.254
1466,446.07001,0,0,10,10,0,0,4.553,0,138.254
1467,516.52002,1,0,11,10,1,0,3.473,23.790001,153.269
1468,444.73001,0,0,10,10,0,0,5.8559999,0,140.27
1469,444.48001,0,0,10,10,0,0,5.8990002,0,140.27
1470,449.23001,0,0,10,10,0,0,5.8990002,0,140.27
1471,441.67001,0,0,10,10,0,0,5.8990002,0,140.27
1472,440.07001,0,0,10,10,0,0,5.8150001,0,140.27
1473,444.13,0,0,10,10,0,0,5.8150001,0,140.27
1474,474.76999,0,0,10,10,0,0,6.0669999,0,140.27
1475,443.62,0,0,10,10,0,0,5.6129999,0,140.27
1476,448.70001,0,0,10,10,0,0,5.7309999,0,140.27
1477,397.82001,0,0,10,10,0,0,5.2969999,0,140.27
1478,416.32999,0,0,10,10,0,0,5.2969999,0,140.27
1479,483.57001,1,0,11,10,0,1,3.224,17.07,156.269
1480,479.29999,1,0,11,10,0,1,3.257,17.07,156.269
1481,479.59,1,0,11,10,0,1,3.257,17.07,156.269
1482,476.72,1,0,11,10,0,1,3.1730001,17.07,156.269
1483,459.42999,1,0,11,10,0,1,3.615,9.2299995,156.269
1484,496.45999,1,1,11,10,0,1,2.1819999,20.23,156.269
1485,477.01999,1,0,11,10,0,1,3.257,17.07,156.269
1486,473,1,0,11,10,0,1,3.1849999,17.07,156.269
1487,472.57001,1,0,12,10,0,2,3.266,26.299999,172.26799
1488,484.45001,1,0,12,10,0,2,3.3499999,26.299999,172.26799
1489,482.82999,1,0,12,10,0,2,3.3829999,26.299999,172.26799
1490,478.06,1,0,12,10,0,2,3.3829999,26.299999,172.26799
1491,466.70999,1,0,12,10,0,2,3.2149999,26.299999,172.26799
1492,466,1,0,12,10,0,2,3.299,26.299999,172.26799
1493,477.22,1,0,12,10,0,2,3.3829999,26.299999,172.26799
1494,480.5,1,0,12,10,0,2,3.3829999,26.299999,172.26799
1495,480.88,1,0,12,10,0,2,3.3829999,26.299999,172.26799
1496,480.91,1,0,12,10,0,2,3.211,26.299999,172.26799
1497,486.70001,1,0,12,10,0,2,3.312,26.299999,172.26799
1498,472,1,0,12,10,0,2,3.3110001,26.299999,172.26799
1499,512.88,0,0,11,10,0,0,5.099,0,221.18199
1500,459.38,0,0,11,10,0,0,4.454,0,160.276
1501,440.12,0,0,10,10,0,0,6.4770002,0,142.286
1502,440.95001,0,0,10,10,0,0,6.4770002,0,142.286
1503,438.85001,0,0,10,10,0,0,6.4770002,0,142.286
1504,438.01999,0,0,10,10,0,0,6.4770002,0,142.286
1505,436.64999,0,0,10,10,0,0,6.4770002,0,142.286
1506,433.06,0,0,10,10,0,0,6.434,0,142.286
1507,429.76999,0,0,10,10,0,0,6.434,0,142.286
1508,435.42999,0,0,10,10,0,0,6.3930001,0,142.286
1509,432,0,0,10,10,0,0,6.4770002,0,142.286
1510,436.98001,0,0,10,10,0,0,6.434,0,142.286
1511,421.73001,0,0,10,10,0,0,6.3499999,0,142.286
1512,431.70999,0,0,10,10,0,0,6.309,0,142.286
1513,427.01999,0,0,10,10,0,0,6.309,0,142.286
1514,423.67001,0,0,10,10,0,0,6.3499999,0,142.286
1515,420.45999,0,0,10,10,0,0,6.309,0,142.286
1516,425.95999,0,0,10,10,0,0,6.3499999,0,142.286
1517,435.81,0,0,10,10,0,0,6.3930001,0,142.286
1518,420.17001,0,0,10,10,0,0,6.3499999,0,142.286
1519,433.13,0,0,10,10,0,0,6.3070002,0,142.286
1520,424.88,0,0,10,10,0,0,6.2659998,0,142.286
1521,410.39001,0,0,10,10,0,0,6.3070002,0,142.286
1522,443.26001,0,0,10,10,0,0,6.3070002,0,142.286
1523,490,1,1,11,10,0,1,3.8369999,20.23,158.285
1524,484.25,1,1,11,10,0,1,3.8369999,20.23,158.285
1525,479.10001,1,1,11,10,0,1,3.8369999,20.23,158.285
1526,495.14999,1,1,11,10,0,1,3.5610001,20.23,158.285
1527,480.14999,1,1,11,10,0,1,3.753,20.23,158.285
1528,478.14999,1,1,11,10,0,1,3.753,20.23,158.285
1529,472.14999,1,1,11,10,0,1,3.974,20.23,158.285
1530,462.25,1,1,11,10,0,1,3.7179999,20.23,158.285
1531,465.14999,1,1,11,10,0,1,3.7179999,20.23,158.285
1532,466.64999,1,1,11,10,0,1,3.974,20.23,158.285
1533,481.39999,1,1,11,10,0,1,3.477,20.23,158.285
1534,485.39999,1,1,11,10,0,1,3.3929999,20.23,158.285
1535,444.01999,1,1,11,10,0,1,3.5829999,20.23,158.285
1536,467.64999,1,1,11,10,0,1,3.7219999,20.23,158.285
1537,466.39999,1,1,11,10,0,1,3.5480001,20.23,158.285
1538,456.70001,1,0,11,10,0,1,3.8859999,9.2299995,158.285
1539,445.66,1,0,11,10,0,1,3.7179999,9.2299995,158.285
1540,528.20001,2,2,12,10,0,2,2.6300001,40.459999,174.284
1541,574,2,2,12,10,0,2,2.438,40.459999,174.284
1542,503.14999,2,2,12,10,0,2,3.096,40.459999,174.284
1543,475.63,2,0,12,10,0,2,2.6717401,18.459999,174.284
1544,532.58002,3,1,13,10,0,3,1.46474,38.689999,190.28299
1545,548.83002,5,0,15,10,0,5,-1.11304,46.150002,222.28099
1546,505.54001,0,0,11,10,0,0,4.5219998,0,174.35201
1547,489,0,0,11,10,0,0,4.3540001,0,174.35201
1548,521.16998,0,0,12,10,0,0,5.3060002,0,206.418
1549,493.31,1,1,11,10,1,0,3.4230001,26.02,157.30099
1550,464.60999,1,0,11,10,1,0,3.332,3.24,157.30099
1551,476.29001,1,1,11,10,1,0,3.5769999,12.03,157.30099
1552,461.17001,1,1,11,10,1,0,3.4089999,12.03,157.30099
1553,502.70001,2,1,12,10,1,1,2.267,23.469999,173.3
1554,529.09998,1,0,12,11,1,0,3.2207999,12.89,157.216
1555,539.19,1,0,12,11,1,0,3.0418,12.89,157.216
1556,539.39001,1,0,12,11,1,0,3.0438001,12.89,157.216
1557,537.66998,1,0,12,11,1,0,3.0438001,12.89,157.216
1558,522.77002,1,0,12,11,1,0,3.0048001,12.89,157.216
1559,564.15002,1,0,12,11,1,0,3.0408001,12.89,157.216
1560,544.15002,1,0,12,11,1,0,3.1187999,12.89,157.216
1561,545.82001,1,0,12,11,1,0,3.0808001,12.89,157.216
1562,541.66998,1,0,12,11,1,0,3.1178,12.89,157.216
1563,518.66998,1,0,12,11,1,0,3.1838,12.89,157.216
1564,507.19,0,0,11,11,0,0,4.1065001,0,146.233
1565,476.76999,0,0,11,11,0,0,4.6195002,0,146.233
1566,481.29999,0,0,11,11,0,0,4.5584998,0,146.233
1567,469.17001,0,0,11,11,0,0,4.7754998,0,148.24899
1568,460.57001,0,0,11,11,0,0,4.7034998,0,148.24899
1569,458.84,0,0,11,11,0,0,4.7325001,0,148.24899
1570,478.76999,0,0,11,11,0,0,4.7135,0,148.24899
1571,476.97,0,0,11,11,0,0,4.7525001,0,148.24899
1572,478,0,0,11,11,0,0,4.7154999,0,148.24899
1573,467.60001,0,0,11,11,0,0,4.6805,0,148.24899
1574,470.57001,0,0,11,11,0,0,4.6434999,0,148.24899
1575,469.42999,0,0,11,11,0,0,4.6314998,0,148.24899
1576,473.54999,0,0,11,11,0,0,4.5555,0,148.24899
1577,471.76999,0,0,11,11,0,0,4.7855,0,148.24899
1578,464.76999,0,0,11,11,0,0,4.7135,0,148.24899
1579,470.17001,0,0,11,11,0,0,4.6764998,0,148.24899
1580,481.31,0,0,11,11,0,0,4.6065001,0,148.24899
1581,474.29999,0,0,11,11,0,0,4.5345001,0,148.24899
1582,471.5,0,0,11,11,0,0,4.5345001,0,148.24899
1583,468.22,0,0,11,11,0,0,4.6104999,0,148.24899
1584,479.82999,0,0,11,11,0,0,4.6395001,0,148.24899
1585,473.32999,0,0,11,11,0,0,4.7154999,0,148.24899
1586,485.42999,0,0,11,11,0,0,4.4974999,0,148.24899
1587,534.23999,1,1,12,11,0,1,3.539,20.23,164.248
1588,510.17001,1,1,12,11,0,1,3.4300001,20.23,164.248
1589,503.17001,1,1,12,11,0,1,3.391,20.23,164.248
1590,528.15002,0,1,12,11,1,0,3.3080001,12.03,163.26399
1591,487.17001,0,0,12,11,1,0,2.7850001,3.24,163.26399
1592,531.15002,0,1,12,11,1,0,3.392,12.03,163.26399
1593,470.04001,0,0,11,11,0,0,5.8291001,0,152.28099
1594,478.69,0,0,11,11,0,0,5.9531002,0,152.28099
1595,470.78,0,0,11,11,0,0,5.9861002,0,152.28099
1596,489.5,1,0,13,11,0,2,3.802,26.299999,184.27899
1597,530.83002,1,0,12,11,1,0,3.915,23.790001,167.29599
1598,480.42999,0,0,11,11,0,0,6.6799002,0,154.297
1599,465.82001,0,0,11,11,0,0,6.5268998,0,154.297
1600,469.26999,0,0,11,11,0,0,6.1929002,0,154.297
1601,519.15002,1,0,12,11,0,1,4.1820002,17.07,170.29599
1602,502.75,1,0,12,11,0,1,3.6659999,17.07,170.29599
1603,500.10001,1,0,12,11,0,1,3.6989999,17.07,170.29599
1604,501,1,0,12,11,0,1,3.6989999,17.07,170.29599
1605,500.10001,1,0,12,11,0,1,3.6989999,17.07,170.29599
1606,500.97,1,0,12,11,0,1,3.6989999,17.07,170.29599
1607,540.84003,2,2,13,11,0,2,3.9319999,37.299999,186.295
1608,492.42001,1,0,13,11,0,2,3.7920001,26.299999,186.295
1609,500.88,1,0,13,11,0,2,3.825,26.299999,186.295
1610,498.39999,1,0,13,11,0,2,3.825,26.299999,186.295
1611,499.17001,1,0,13,11,0,2,3.825,26.299999,186.295
1612,498.73999,1,0,13,11,0,2,3.6530001,26.299999,186.295
1613,499.04001,1,0,13,11,0,2,3.825,26.299999,186.295
1614,497.64001,1,0,13,11,0,2,3.825,26.299999,186.295
1615,499.28,1,0,13,11,0,2,3.825,26.299999,186.295
1616,499.76001,1,0,13,11,0,2,3.7539999,26.299999,186.295
1617,531.95001,0,0,12,11,0,0,5.5409999,0,235.209
1618,451.42999,0,0,11,11,0,0,7.0899,0,156.313
1619,502.14999,1,1,12,11,0,1,4.2789998,20.23,172.312
1620,481.48001,1,1,12,11,0,1,4.2789998,20.23,172.312
1621,498,1,1,12,11,0,1,4.0229998,20.23,172.312
1622,515.12,1,1,12,11,1,0,3.865,26.02,171.328
1623,547.29999,0,0,12,12,0,0,4.1018,0,152.196
1624,558.52002,0,0,13,12,0,1,3.608,13.14,168.19499
1625,605.19,0,0,13,12,0,0,4.4229999,0,184.26199
1626,627.96997,0,1,13,12,1,0,3.5420001,15.79,167.211
1627,545.57001,0,0,12,12,0,0,3.6338,0,154.21199
1628,617.58002,0,1,16,12,2,2,3.221,57.849998,214.224
1629,586.70001,0,1,13,12,1,0,3.194,26.02,169.22699
1630,537.94,0,0,12,12,0,0,4.1378002,0,156.228
1631,539.77002,0,0,12,12,0,0,4.0618,0,156.228
1632,538.60999,0,0,12,12,0,0,4.0618,0,156.228
1633,535.70001,0,0,12,12,0,0,4.1008,0,156.228
1634,543.15002,0,0,12,12,0,0,4.0618,0,156.228
1635,541.28003,0,0,12,12,0,0,4.1378002,0,156.228
1636,535.15002,0,0,12,12,0,0,4.1398001,0,156.228
1637,536.25,0,0,12,12,0,0,4.1398001,0,156.228
1638,512.84003,0,0,12,12,0,0,4.9064002,0,160.25999
1639,512.66998,0,0,12,12,0,0,4.7933998,0,160.25999
1640,519.15997,0,0,12,12,0,0,4.7523999,0,160.25999
1641,476.32001,0,0,12,12,0,0,5.2543998,0,162.276
1642,492,0,0,12,12,0,0,5.2853999,0,162.276
1643,489.07001,0,0,12,12,0,0,5.3614001,0,162.276
1644,479.62,0,0,12,12,0,0,5.1374002,0,162.276
1645,481.35999,0,0,12,12,0,0,5.4004002,0,162.276
1646,481.20999,0,0,12,12,0,0,5.4004002,0,162.276
1647,531.66998,1,1,13,12,0,1,3.763,20.23,178.27499
1648,521.16998,1,1,13,12,0,1,3.763,20.23,178.27499
1649,530.16998,0,1,13,12,1,0,3.516,26.02,177.291
1650,519.40997,0,0,13,12,1,0,3.3199999,3.24,177.291
1651,555.16998,0,1,13,12,1,0,3.7750001,26.02,177.291
1652,473.75,0,0,12,12,0,0,5.8828001,0,164.29199
1653,483.17001,0,0,13,12,0,1,3.4979999,13.14,180.291
1654,553.37,2,0,16,12,0,4,3.266,52.599998,228.28799
1655,488.14001,0,0,12,12,0,0,6.4419999,0,166.308
1656,491.42999,0,0,12,12,0,0,5.9798002,0,166.308
1657,559,0,0,13,12,0,0,4.802,0,198.37399
1658,550.16998,1,0,13,12,1,0,4.3569999,23.790001,181.323
1659,497.22,0,0,12,12,0,0,7.2087998,0,168.32399
1660,512.15002,0,0,12,12,0,0,7.2927999,0,168.32399
1661,486.51999,0,0,12,12,0,0,7.1398001,0,168.32399
1662,453.70001,0,0,12,12,0,0,6.1557999,0,168.32399
1663,517.97998,1,0,13,12,0,1,4.6240001,17.07,184.323
1664,519.71002,1,0,13,12,0,1,4.1079998,17.07,184.323
1665,522,1,0,13,12,0,1,4.1409998,17.07,184.323
1666,497.79999,1,0,13,12,0,1,4.4990001,9.2299995,184.323
1667,523,1,0,13,12,0,1,4.1409998,17.07,184.323
1668,521,1,0,13,12,0,1,4.1409998,17.07,184.323
1669,528,1,0,13,12,0,1,4.1409998,17.07,184.323
1670,571.66998,2,2,14,12,0,2,4.3740001,37.299999,200.32199
1671,517.15002,1,0,14,12,0,2,4.2340002,26.299999,200.32199
1672,518.09003,1,0,14,12,0,2,4.2670002,26.299999,200.32199
1673,518.96002,1,0,14,12,0,2,4.2670002,26.299999,200.32199
1674,498.16,1,0,14,12,0,2,4.2670002,26.299999,200.32199
1675,514.40997,1,0,14,12,0,2,4.2670002,26.299999,200.32199
1676,515.42999,1,0,14,12,0,2,4.0949998,26.299999,200.32199
1677,549.09998,0,0,13,12,0,0,5.9829998,0,249.23599
1678,535.28998,0,0,13,12,0,0,5.777,0,204.78499
1679,571.37,0,0,13,12,0,0,6.375,0,296.23599
1680,483.54999,0,0,12,12,0,0,7.7027998,0,170.34
1681,479.14999,0,0,12,12,0,0,7.7027998,0,170.34
1682,479.14999,0,0,12,12,0,0,7.6188002,0,170.34
1683,473.14999,0,0,12,12,0,0,7.6188002,0,170.34
1684,462.87,0,0,12,12,0,0,7.5328002,0,170.34
1685,458.57001,0,0,12,12,0,0,7.4488001,0,170.34
1686,535.31,1,1,13,12,0,1,4.5289998,20.23,186.33899
1687,523.65002,1,1,13,12,0,1,4.5489998,20.23,186.33899
1688,499.75,1,0,13,12,0,1,4.77,9.2299995,186.33899
1689,498.48001,1,1,13,12,0,1,4.4689999,20.23,186.33899
1690,529.15997,3,0,15,12,0,3,2.34148,27.690001,218.33699
1691,503.17001,0,0,13,12,0,0,5.4060001,0,202.40601
1692,497.53,1,1,13,12,1,0,4.461,12.03,185.355
1693,507.82001,1,0,13,12,1,0,4.2160001,3.24,185.355
1694,486.97,1,0,13,12,1,0,4.3579998,3.24,185.355
1695,464.64999,1,0,13,12,1,0,4.1059999,3.24,185.355
1696,618.62,1,0,14,13,1,0,3.579,12.89,179.222
1697,545.84998,0,0,13,13,0,0,4.3719001,0,168.239
1698,556.15002,0,0,13,13,0,0,4.5657001,0,170.25499
1699,555.15002,0,0,13,13,0,0,4.5657001,0,170.25499
1700,557.66998,0,0,13,13,0,0,4.6047001,0,170.25499
1701,553.15002,0,0,13,13,0,0,4.6437001,0,170.25499
1702,558.15002,0,0,13,13,0,0,4.5286999,0,170.25499
1703,553.15002,0,0,13,13,0,0,4.6047001,0,170.25499
1704,545.71997,0,0,13,13,0,0,4.6437001,0,170.25499
1705,518.19,0,0,13,13,0,0,6.0853,0,176.30299
1706,489.64999,0,0,13,13,0,0,5.7972999,0,176.30299
1707,493.29001,0,0,13,13,0,0,5.8453002,0,176.30299
1708,492.16,0,0,13,13,0,0,5.9173002,0,176.30299
1709,507.16,0,0,13,13,0,0,7.0549002,0,180.33499
1710,525.56,0,0,13,13,0,0,7.2437,0,180.33499
1711,560.09998,1,0,14,13,1,0,4.7989998,23.790001,195.34999
1712,516.85999,0,0,13,13,0,0,7.8217001,0,182.351
1713,515.37,0,0,13,13,0,0,7.8217001,0,182.351
1714,529.15002,0,0,13,13,0,0,7.9057002,0,182.351
1715,505.56,0,0,13,13,0,0,7.7526999,0,182.351
1716,544.47998,1,0,14,13,0,1,5.066,17.07,198.34999
1717,536.71997,1,0,14,13,0,1,4.5500002,17.07,198.34999
1718,539,1,0,14,13,0,1,4.5830002,17.07,198.34999
1719,535.77002,1,0,14,13,0,1,4.5830002,17.07,198.34999
1720,585.25,2,2,15,13,0,2,4.816,37.299999,214.349
1721,535.09998,1,0,15,13,0,2,4.7090001,26.299999,214.349
1722,534.52002,1,0,15,13,0,2,4.7090001,26.299999,214.349
1723,533.89001,1,0,15,13,0,2,4.7090001,26.299999,214.349
1724,533.34998,1,0,15,13,0,2,4.7090001,26.299999,214.349
1725,503,1,0,15,13,0,2,4.7090001,26.299999,214.349
1726,565.15002,0,0,14,13,0,0,6.4250002,0,263.263
1727,503.45001,0,0,13,13,0,0,8.3156996,0,184.36699
1728,489.14999,0,0,13,13,0,0,8.2316999,0,184.36699
1729,553.58002,1,1,14,13,0,1,4.9710002,20.23,200.366
1730,540.15002,1,1,14,13,0,1,4.9910002,20.23,200.366
1731,562.72998,1,1,14,13,1,0,4.7490001,26.02,199.382
1732,652.57001,2,0,16,14,0,2,2.964,34.139999,208.21599
1733,614.13,0,0,14,14,0,0,4.4239998,0,178.23399
1734,611.10999,0,0,14,14,0,0,4.348,0,178.23399
1735,579.62,0,0,14,14,0,0,4.8518,0,180.25
1736,549.15002,0,0,14,14,0,0,4.7877998,0,180.25
1737,596.53003,1,0,16,14,0,2,3.635,26.299999,212.248
1738,650.85999,2,0,18,14,0,4,3.0840001,52.599998,244.24599
1739,553.65002,0,0,14,14,0,0,4.5918002,0,182.26599
1740,552.39001,0,0,14,14,0,0,4.6307998,0,182.26599
1741,555.10999,0,0,14,14,0,0,4.5938001,0,182.26599
1742,531.03003,0,0,14,14,0,0,4.7997999,0,182.26599
1743,546.09998,0,0,14,14,0,0,4.8388,0,182.26599
1744,548.90997,0,0,14,14,0,0,4.8017998,0,182.26599
1745,559.22998,0,0,14,14,0,0,4.8778,0,182.26599
1746,558.77002,0,0,14,14,0,0,4.8407998,0,182.26599
1747,565.84998,0,0,14,14,0,0,4.8038001,0,182.26599
1748,559.10999,0,0,14,14,0,0,5.0177999,0,182.26599
1749,556.15002,0,0,14,14,0,0,4.9808002,0,182.26599
1750,555.09998,0,0,14,14,0,0,4.8388,0,182.26599
1751,536.04999,0,0,14,14,0,0,4.7997999,0,182.26599
1752,542.92999,0,0,14,14,0,0,4.8388,0,182.26599
1753,548.42999,0,0,14,14,0,0,4.9148002,0,182.26599
1754,562.15997,0,0,14,14,0,0,5.5056,0,184.282
1755,552.59998,0,0,14,14,0,0,5.3825998,0,184.282
1756,552.52002,0,0,14,14,0,0,5.3085999,0,184.282
1757,552.82001,0,0,14,14,0,0,5.3476,0,184.282
1758,587.77002,2,0,18,14,0,4,3.6960001,52.599998,250.29399
1759,546.25,0,0,14,14,0,0,6.0191998,0,188.314
1760,553.04999,0,0,14,14,0,0,5.9782,0,188.314
1761,543.54999,0,0,14,14,0,0,5.8941998,0,188.314
1762,529,0,0,14,14,0,0,5.8706002,0,188.314
1763,537.15997,0,0,14,14,0,0,6.6982002,0,190.33
1764,522.83002,0,0,14,14,0,0,6.4352002,0,190.33
1765,510.06,0,0,14,14,0,0,6.2712002,0,190.33
1766,522.65002,0,0,14,14,0,0,6.6262002,0,190.33
1767,563.59998,1,1,15,14,0,1,4.7379999,20.23,206.32899
1768,526.20001,1,1,15,14,0,1,4.592,20.23,206.32899
1769,541.92999,0,0,14,14,0,0,7.7726002,0,194.362
1770,545.65002,0,0,14,14,0,0,7.8565998,0,194.362
1771,581.15002,1,0,15,14,1,0,5.2410002,23.790001,209.377
1772,533.84003,0,0,14,14,0,0,8.4345999,0,196.37799
1773,544.15002,0,0,14,14,0,0,8.5186005,0,196.37799
1774,554.77002,1,0,15,14,0,1,4.9920001,17.07,212.377
1775,552,1,0,15,14,0,1,5.0250001,17.07,212.377
1776,599.22998,2,2,16,14,0,2,5.2579999,37.299999,228.37599
1777,549.77002,1,0,16,14,0,2,5.151,26.299999,228.37599
1778,547.63,1,0,16,14,0,2,5.151,26.299999,228.37599
1779,549.45001,1,0,16,14,0,2,5.151,26.299999,228.37599
1780,550.56,1,0,16,14,0,2,5.151,26.299999,228.37599
