,R,G,B
102,0.815625058308,0.742704420068,0.686327065755
103,0.867821112521,0.845954012766,0.843667065547
104,0.789648339534,0.703479222885,0.679694913259
105,0.85277366929,0.793987917295,0.773465387026
106,0.791503189577,0.734619786833,0.701304209255
107,0.786298705128,0.696560171848,0.678845448543
108,0.77690234136,0.763458269508,0.745935273478
109,0.845150259101,0.789729005312,0.781540653078
110,0.82495578447,0.794412321899,0.782028096064
111,0.812715439035,0.788661949532,0.768726392437
112,0.914399693655,0.890374945601,0.880539500537
113,0.829419871672,0.809345239619,0.786824658501
114,0.822443889347,0.794515440338,0.771931949213
115,0.879996351504,0.83084983342,0.796384346634
116,0.855287552607,0.7689549319,0.699522700082
117,0.80003274375,0.773031738368,0.755655937717
118,0.88498178345,0.835464220874,0.804499500781
119,0.838099923345,0.821050595488,0.819512463728
120,0.855282196087,0.817183190821,0.81258305925
121,0.851861880521,0.785421339154,0.726715945087
122,0.882292385305,0.759755843325,0.668349130022
123,0.824578211598,0.792551464406,0.767924839702
124,0.791765738905,0.759418227127,0.718885418811
125,0.823335647894,0.807113370951,0.781849627393
126,0.850078596554,0.812243008465,0.799029241937
127,0.809482667823,0.762009519275,0.729223383072
128,0.788586372227,0.781105308034,0.762869549065
129,0.829260310309,0.780104155286,0.771235536668
130,0.875827282993,0.733526266452,0.605252740183
131,0.819603660102,0.77799165877,0.753703052174
132,0.819583069729,0.800259515511,0.795805081238
133,0.86984100662,0.833344182035,0.80344397666
134,0.777892054469,0.773950267986,0.757801493687
135,0.799381208493,0.775781656064,0.767495326763
136,0.792645911411,0.760664100038,0.718750502292
137,0.881398391847,0.822400725295,0.775031851383
138,0.87652754686,0.740730036037,0.638112699678
139,0.889554573058,0.848742046258,0.825178271877
140,0.819094549754,0.770355222483,0.720288931802
141,0.890294094011,0.801466369192,0.718772227119
142,0.803766160285,0.770308291275,0.732809551677
143,0.823543089619,0.702603440952,0.697951682165
144,0.830164672269,0.784274632083,0.748254649998
145,0.87546050691,0.806234872216,0.771824377737
146,0.784646662429,0.734138120342,0.711926663532
147,0.795410228275,0.765826363427,0.733111230702
148,0.822002899855,0.80658051097,0.782618214759
149,0.86090611865,0.84214322383,0.81875238479
150,0.856992911782,0.747024130929,0.715542519792
151,0.829501519599,0.779159648252,0.734815662282
152,0.844081020641,0.737086924719,0.68598649686
153,0.850584003506,0.767213322919,0.725749689706
154,0.795858158298,0.774875180487,0.739996033784
155,0.810469486079,0.762896954056,0.742604287486
156,0.87961710156,0.760487402422,0.686255311256
157,0.796615932687,0.736809874227,0.706180535247
158,0.810072896378,0.730906990831,0.708944935486
159,0.790137151298,0.738590059754,0.712105296723
160,0.827849698863,0.797091561304,0.784055903426
161,0.809224317832,0.739823863407,0.734481463721
162,0.795472456381,0.780012178003,0.768900693932
163,0.837086789729,0.752790672689,0.691940810475
164,0.84875740187,0.754463792131,0.688427164242
165,0.784909885864,0.741025314623,0.72158060177
166,0.836562385725,0.697727056616,0.621210278852
167,0.78769291522,0.772474040583,0.76095258577
168,0.813819119918,0.798493332483,0.779230437285
169,0.796999448875,0.763565592929,0.721758319703
170,0.865054611794,0.832540277144,0.799626448483
171,0.813768889829,0.716501990678,0.676945078608
172,0.792906707551,0.746485815945,0.718582822032
173,0.875946717388,0.812360604831,0.770617814376
174,0.894637119299,0.844003901101,0.836110665894
175,0.859804102926,0.76819514511,0.689956974166
176,0.803888298637,0.745726025151,0.70165255755
177,0.816334194896,0.808025004639,0.793824114009
178,0.840736289472,0.795818917035,0.798692301558
179,0.776727584156,0.751878831826,0.72865641908
180,0.898991316434,0.864399836083,0.858163355047
181,0.84968512944,0.792980407998,0.780017910293
182,0.827444235122,0.7701717888,0.739223823629
183,0.91991096589,0.896283065523,0.883711413607
184,0.858424980957,0.755353086602,0.702372018348
185,0.799199626837,0.773875852862,0.744480843221
186,0.820767902079,0.775751428622,0.739398403822
187,0.946817014462,0.928061720108,0.940432828408
188,0.859557812704,0.837746217898,0.821568542519
189,0.815207838807,0.804953224004,0.786655113253
190,0.844297430012,0.807844358828,0.777772246948
191,0.816371426646,0.819596556439,0.804347071495
192,0.870509230213,0.793638622952,0.75120979314
193,0.821880876087,0.753345410149,0.720785608221
194,0.785334000549,0.682590568986,0.663101970316
195,0.791859093418,0.759804663596,0.740367952654
196,0.774626504377,0.760848303159,0.738144424632
197,0.89420949365,0.845336600829,0.819086770737
198,0.911429319502,0.793957224898,0.692911563089
199,0.808190781638,0.773579371502,0.740086868761
200,0.843282661676,0.826735809808,0.806393977776
201,0.876908433755,0.79002583181,0.722806088124
202,0.859872326266,0.816904186167,0.797898369393
203,0.871880352273,0.846655241336,0.844448072042
204,0.846046550658,0.814019983362,0.799004790656
205,0.810311856559,0.741075085417,0.688645091033
206,0.872318624009,0.823066685184,0.822091423709
207,0.881533342516,0.856957699058,0.848981642143
208,0.778002394889,0.777617286307,0.753252469944
209,0.876015972552,0.801546817596,0.755783518182
210,0.786747725926,0.729086712534,0.727547470797
211,0.799683727922,0.748848385616,0.726274469932
212,0.800365540643,0.796011003155,0.779393266511
213,0.83801435389,0.784180386089,0.739399216173
214,0.848667686505,0.831687987112,0.820163142516
215,0.829381210231,0.82263431897,0.804876214557
216,0.920968082657,0.897583142312,0.89336722851
217,0.824470334437,0.771892574329,0.733462654568
218,0.933627111913,0.859709897826,0.839113991288
219,0.837034303021,0.800788286553,0.791028868872
220,0.844704228476,0.732797299104,0.678799624372
221,0.82947068896,0.798608183696,0.775904224308
222,0.844300176154,0.839328041455,0.82758861045
223,0.785365173175,0.789462146409,0.771534098016
224,0.819549630596,0.73001121464,0.705475999914
225,0.820588857743,0.758632232052,0.701488000567
226,0.867560898453,0.802663324035,0.751455361694
227,0.802667438333,0.730597577914,0.720685214683
228,0.845075481042,0.758416130974,0.738302277301
229,0.883927897269,0.841671023786,0.821300746391
230,0.805260813711,0.786402005668,0.76862021925
231,0.775905215456,0.718004015449,0.70482191542
232,0.824768051566,0.813950844388,0.79230668104
233,0.784594014357,0.712687507684,0.690067973492
234,0.803490437006,0.702830754247,0.689903572071
235,0.813563348154,0.780468569728,0.735567764646
236,0.809658495094,0.758633471746,0.7119436672
237,0.898893588509,0.831430762534,0.79573370082
238,0.854685155899,0.747283134435,0.724996951504
239,0.861809303619,0.797937415216,0.780751052537
240,0.841919015568,0.774473421582,0.74573862132
241,0.792184973947,0.785853276454,0.762692717734
242,0.79818478621,0.774893163719,0.751117653057
243,0.831248236956,0.745331620905,0.679385006829
244,0.796967811883,0.712906293291,0.691109911113
245,0.876769319874,0.811722740686,0.80482994452
246,0.853048266017,0.762332460013,0.707848999552
247,0.813826646168,0.793048284268,0.777975738301
248,0.873120978226,0.809776990927,0.791827949156
249,0.801724555782,0.784406601599,0.758378387517
250,0.882609908665,0.814466753234,0.779719357797
251,0.824976676043,0.803023629165,0.799403822333
252,0.787681068432,0.761478510353,0.721011375369
253,0.783352542252,0.744210468296,0.72255696349
254,0.890401119391,0.84260829779,0.825130276288
255,0.795397548573,0.787818135504,0.770948828221
256,0.831888442793,0.808974938275,0.797197188334
257,0.835894807653,0.800981381867,0.772270842668
258,0.833496984607,0.749584523999,0.715809143527
259,0.840586801646,0.804668568799,0.768385702772
260,0.786130537099,0.781067575195,0.754140548928
261,0.826296087082,0.678025411885,0.63456215385
262,0.791777432361,0.774606244576,0.753049505098
263,0.806735443646,0.772936257374,0.751442265916
264,0.851272431438,0.793931222563,0.729359433569
265,0.806812044151,0.757364486581,0.726736437692
266,0.811368032552,0.784645303437,0.754839804243
267,0.918923162776,0.868772066493,0.867358391639
268,0.820932681212,0.765657554323,0.729119761953
269,0.867212158091,0.805733731851,0.769600286435
270,0.835948193672,0.790088747445,0.756302546727
271,0.851489029318,0.766444675676,0.690095668505
272,0.805708035948,0.723141454985,0.676229312028
273,0.874978785004,0.761561138934,0.675858927773
274,0.823902827148,0.742826507284,0.697231067013
275,0.798544735501,0.795975885867,0.774369529586
276,0.800596444214,0.726811507267,0.696973278937
277,0.829735408717,0.75663559233,0.706264904024
278,0.824845644489,0.7968493583,0.762391614573
279,0.788445974786,0.769086450291,0.754883772655
280,0.858179196611,0.804161773039,0.805836963368
281,0.92417577204,0.89449808127,0.893355047306
282,0.851042458683,0.776567688174,0.729436994582
283,0.840254769527,0.79691383843,0.748649246893
284,0.811834089596,0.777484253949,0.754628967877
285,0.873648357463,0.839850962051,0.818594393337
286,0.810015528928,0.770120429006,0.752259988955
287,0.796192510503,0.708452654958,0.682202409534
288,0.860160001872,0.797559996119,0.757760828107
289,0.803131845633,0.719810700388,0.703016861398
290,0.796091543144,0.777338040598,0.750471787374
291,0.897645266076,0.824317023355,0.761956110026
292,0.832149526291,0.780561139467,0.755198372971
293,0.798752080328,0.771847230385,0.736289324448
294,0.81582586112,0.763448753725,0.735714094577
295,0.800434772701,0.787065335922,0.778404446555
296,0.794941339894,0.750420106286,0.720895586854
297,0.842378024753,0.82975310698,0.808693077525
298,0.875195753199,0.822857861296,0.815221976412
299,0.815069405921,0.760532836612,0.761437131614
300,0.803008422531,0.719888787496,0.71102927517
301,0.86804595165,0.839130859043,0.829233307302
302,0.822898349767,0.712451159709,0.685841903996
303,0.864335734641,0.73708186949,0.631960519231
304,0.855253218416,0.828922172869,0.800411671561
305,0.812073944936,0.792347732966,0.772744084133
306,0.807951309824,0.77078397655,0.750877009431
307,0.844230237021,0.799759945639,0.783556166761
308,0.803096457656,0.758976332812,0.727838890545
309,0.815155333487,0.752028325217,0.728217912528
310,0.886815932201,0.84134474608,0.829880410621
311,0.861922033364,0.766836857605,0.706798498025
312,0.832691524841,0.813345675714,0.792365984763
313,0.821040528307,0.768252016461,0.726617662417
314,0.910107012145,0.805321954468,0.756958641418
315,0.830323307653,0.803016805478,0.795965487213
316,0.83716011154,0.74271119443,0.66127332445
317,0.872624479575,0.786339570875,0.721497561722
318,0.812095787484,0.739240113731,0.690774185778
319,0.797749105475,0.76927832545,0.754657432991
320,0.827213900954,0.758642170592,0.694801998329
321,0.849044681382,0.816295074311,0.820688376624
322,0.82292713642,0.799951210745,0.784383001002
323,0.855857135012,0.854452406877,0.843420661304
324,0.788496266657,0.722975163999,0.704113105156
325,0.827826354861,0.738626434524,0.718412630298
326,0.84881506202,0.791215146716,0.780393326409
327,0.811217479959,0.720179226799,0.670860297618
328,0.831224649799,0.763905395677,0.735135872369
329,0.798573710609,0.753189127575,0.726004200517
330,0.858992317689,0.818988749201,0.803966333551
331,0.860372440629,0.749512142333,0.660911058347
332,0.797723122433,0.760748739022,0.72551681124
333,0.850057199269,0.794492507081,0.752996561132
334,0.794170956749,0.763758083889,0.732146254863
335,0.860275492027,0.769468606188,0.711954848238
336,0.864317393713,0.800817082904,0.765119545856
337,0.807867441698,0.78606950455,0.753127625107
338,0.829376991621,0.753213822334,0.698239202957
339,0.874382381489,0.769924816131,0.704427765634
340,0.799522478151,0.764635986436,0.737254766106
341,0.780877097685,0.75941994089,0.73667196726
342,0.818724742506,0.702752875768,0.6575512896
343,0.828386503814,0.782231252194,0.75009810322
344,0.859712089848,0.802325716171,0.76713357561
345,0.814024879635,0.805071568963,0.783567223617
346,0.789939556554,0.756542947937,0.728920151317
347,0.841863204514,0.823558479807,0.815892518313
348,0.833199941176,0.761699495285,0.716497961363
349,0.823528881169,0.788874217093,0.761893913878
350,0.844270700755,0.764620147001,0.706841974049
351,0.84193928055,0.764789831238,0.698526095571
352,0.779384552701,0.772078628474,0.753428554204
353,0.861552246975,0.795618142767,0.749601331684
354,0.851603669967,0.789407570404,0.745033587555
355,0.802951757173,0.789180011565,0.774098524704
356,0.835772732604,0.779554473188,0.768126896903
357,0.841392414908,0.786326652851,0.74846637169
358,0.859817829736,0.813156597793,0.800237531246
359,0.798495368411,0.757849031846,0.742876480833
360,0.841521561549,0.763632888549,0.729223927484
361,0.80443359002,0.767491431946,0.728969089009
362,0.872642371298,0.80466551495,0.766833343249
363,0.816267242777,0.734525833399,0.706839296271
364,0.837662508925,0.798406366538,0.773671447496
365,0.875150831662,0.740184865092,0.636689359029
366,0.853499165679,0.819209706993,0.79373644665
367,0.811631416774,0.787640488744,0.759717804739
368,0.826040262552,0.774752357123,0.730922457075
369,0.809503183683,0.783872181262,0.752936691597
370,0.876798373163,0.797227081902,0.721331817062
371,0.855739903124,0.806591631315,0.77038497458
372,0.79364952064,0.800618627725,0.783719979095
373,0.82698087175,0.780405573755,0.751939242521
374,0.811470238131,0.7451958605,0.689041929606
375,0.851223731761,0.833723873898,0.824080634187
376,0.859132318767,0.811433586712,0.813832125905
377,0.872656664803,0.779243936299,0.72504820918
378,0.800008877494,0.780417074921,0.763850977437
379,0.805068710443,0.749383649447,0.737796755622
380,0.870437254608,0.800378630218,0.749102400776
381,0.801042622964,0.726757158088,0.68282158647
382,0.865077680345,0.811153268427,0.796343542358
383,0.891093186007,0.773294604446,0.680917714273
384,0.828259201763,0.765551767193,0.724706030637
385,0.864171053496,0.772779891827,0.717668227124
386,0.83177843425,0.738655963727,0.714430911852
387,0.877135921762,0.850141667375,0.848650370049
388,0.812784905597,0.781961212953,0.744021149742
389,0.846700544035,0.746413958037,0.71419514388
390,0.834425011986,0.782525934152,0.753159458829
391,0.83849400181,0.774002693434,0.737364346987
392,0.854927256376,0.804580567124,0.757202301712
393,0.875494579163,0.838284741457,0.8241142576
394,0.816428891885,0.773428433708,0.735528425375
395,0.782852930365,0.774042036693,0.760814784062
396,0.798827998743,0.749879507319,0.708176611197
397,0.792630577321,0.781962355862,0.764106154851
398,0.82940240731,0.765867342045,0.705045128807
399,0.794015361926,0.748125086309,0.732745629948
